order_id,order_date,customer_id,customer_name,customer_email,customer_city,customer_state,product_name,product_category,quantity,unit_price,discount_amount,revenue,store_name,shipping_method,shipping_status,payment_method
ORD-23462367,2024-08-11,CUST-6CF3C9,Claudia Osborne,,Theresabury,MS,wind chime,Outdoor Decor,4,17.09,0.0,68.36,PatioWorld,Overnight,In Transit,Gift Card
ORD-35841258,2023-04-15,CUST-166367,Scott Casey,kenneth48@example.com,Shawstad,AZ,gas grill,BBQ & Grilling,4,433.42,20.0,1713.68,Nature Goods,Overnight,returned,Gift Card
ORD-15655454,2022-10-11,CUST-EAC356,Teresa Hubbard,john05@example.org,North Gregoryport,TN,Patio Dining Tbl,Furniture,6,323.55,0.0,1941.3,PatioWorld,Overnight,Pending,Debit Card
ORD-88147490,,CUST-9440CE,,sandra16@example.org,Perezchester,VT,BBQ Tool Set,BBQ & Grilling,7,44.49,0.0,311.43,PatioWorld,Free Shipping,In Transit,Gift Card
ORD-33987707,,CUST-E37D0A,Mr. David Harper MD,underwooddiana@example.org,Port Amberburgh,DE,Wind Chime ,Outdoor Decor,1,19.88,0.0,19.88,naturegoods,Free Shipping,delivered,PayPal
ORD-54776921,2023-01-27,CUST-A6A7B4,Melanie Turner,xford@example.com,East Robert,MO,pruning shears,Garden Tools,4,26.7,0.0,106.8,Patio World,Store Pickup,Pending,Apple Pay
ORD-45220860,2023-06-16,CUST-4EEE02,Allen Mack,,West Jesse,NC,bbq tool set,BBQ & Grilling,6,43.48,0.0,624.62,Garden Plus,Express,delivered,Google Pay
ORD-85064217,2022-08-05,CUST-7B0E0D,Tom Diaz,brianna88@example.org,North Michaelland,ME,Pruning-Shears,Garden Tools,7,21.69,25.0,126.83,homenest,Express,PROCESSING,Google Pay
ORD-51076787,2022-08-30,CUST-7F83C5,Patricia Castillo,brettweaver@example.com,,VA,Gas Grill,BBQ & Grilling,1,574.77,20.0,554.77,Nature-Goods,Standard,cancelled,Google Pay
ORD-04545159,2022-12-24,CUST-880D4A,Alexander Richardson,ddavenport@example.net,Lindseystad,RI,Pathway Light,Lighting,2,56.07,0.0,112.14,Garden-Plus,Store Pickup,delivered,PayPal
ORD-66144211,2024-09-26,CUST-7B14B5,Angela Shaw,bonniegalvan@example.com,Cummingsview,CO,Deck Light,Lighting,2,37.49,15.0,59.98,Garden-Plus,Store Pickup,delivered,Credit Card
ORD-11646513,2024-11-10,CUST-766AA8,Patricia Hines,dudleyamyexample.net,Wilsonville,WI,Sun Loungr,Furniture,4,96.4,10.0,375.6,HomeNest.,Store Pickup,CANCELLED,Credit Card
ORD-29756809,2024-07-31,CUST-114168,Victor Taylor,drakesandra@example.net,New Mark,SD,Pathway-Light,Lighting,6,43.88,10.0,253.28,PATIOWORLD,Store Pickup,In Transit,PayPal
ORD-95039093,2024-08-17,CUST-D9DFD6,Mary Bernard,treynolds@example.com,Stewartburgh,WI,SOLAR LANTERN,Lighting,7,22.66,5.0,153.62,HomeNest,Free Shipping,RETURNED,Apple Pay
ORD-79477098,2023-11-20,CUST-166D3E,Maria Frey,jonesrobert@example.org,Daniellebury,AR,Hammok,Furniture,7,68.36,0.0,478.52,homenest,Overnight,DELIVERED,Gift Card
ORD-36568540,2022-12-01,CUST-1117F8,Jeremy Ellis,vfowler@example.net,East Aliciamouth,ID,Bird-Bath,Outdoor Decor,-7,70.53,20.0,473.71,HomeNest.,Standard,PROCESSING,Debit Card
ORD-63580981,,CUST-B78447,Breanna Brooks,williamlozano@example.org,North Frank,NH,Solar Lantern,Lighting,5,25.11,0.0,125.55,HOME NEST,Overnight,PROCESSING,Apple Pay
ORD-40494238,2024-11-16,CUST-DB06B2,Kelly Elliott,jodi97@example.net,West Nathanielmouth,CO,Solar Lantrn,Lighting,5,25.42,25.0,102.1,NatureGoods,Standard,shipped,PayPal
ORD-63569128,2022-12-17,CUST-F5E248,James Ritter,terriortiz@example.com,Debbieland,NE,bird bath,Outdoor Decor,2,78.89,20.0,137.78,homenest,Standard,DELIVERED,Google Pay
ORD-65650105,2022-01-23,CUST-095B83,William Newman,,East Emily,NJ,Pruning Shears,Garden Tools,7,27.79,15.0,179.53,Home-Nest,Free Shipping,CANCELLED,Gift Card
ORD-35984365,2024-11-27,CUST-225E48,Heather Ruiz,josemcdonald@example.net,Irwinberg,KS,Garden Bench,Furniture,8,131.92,0.0,1055.36,outdoor hub,Express,Processing,PayPal
ORD-03727717,2022-10-21,CUST-87EFF5,Kenneth Mccullough,walshlarry@example.net,Destinyview,TX,ADIRONDACK CHAIR,Furniture,6,52.69,20.0,296.14,HOME NEST,Overnight,PROCESSING,Credit Card
ORD-32115812,2024-08-22,CUST-048937,Ann Dunlap,william54@example.net,Wattschester,MT,wall planter,Outdoor Decor,1,29.47,25.0,4.47,GARDENPLUS,Express,canceled,Gift Card
ORD-02469988,2024-05-12,CUST-9061B1,Kathleen Carrillo,bclark@example.net,Alexandershire,NE,GARDEN STATUE,Outdoor Decor,4,56.67,5.0,221.68,GardenPlus ,Overnight,canceled,Gift Card
ORD-64992791,2023-07-11,CUST-192416,Jeffrey Peterson MD,zanderson@example.net,South Carol,NJ,Solar-Lantern,Lighting,8,24.87,0.0,198.96,PatioWorld,Store Pickup,Complete,Google Pay
ORD-41604147,2022-09-25,CUST-0060FE,Theodore Combs,marco18@example.net,New Jamesmouth,SC,garden statue,Outdoor Decor,5,58.61,20.0,273.05,PATIOWORLD,Free Shipping,Refund,Gift Card
ORD-16116870,2024-04-28,CUST-FFAF3F,Timothy Bird,tiffanymitchell@example.com,West Jenniferberg,NH,fire pit,BBQ & Grilling,1,141.72,5.0,136.72,OutdoorHub ,Overnight,Processing,Credit Card
ORD-34567471,2024-06-12,CUST-663E9F,Elizabeth Chavez,wmartinez@example.com,Port Daniellehaven,GA,PATIO DINING TABLE,Furniture,2,330.3,15.0,645.6,GardenPlus ,Express,refunded,Google Pay
ORD-20588621,2022-09-08,CUST-C9E754,Evan Adams,,Christopherville,UT,Wall-Planter,Outdoor Decor,8,32.08,0.0,256.64,homenest,Free Shipping,CANCELLED,Apple Pay
ORD-20877252,2022-02-28,CUST-C735E7,Mallory Williams,,,MN,BBQ TOOL SET,BBQ & Grilling,2,48.5,0.0,97.0,Outdoor Hub,Free Shipping,Returned,Debit Card
ORD-41524324,2024-12-07,CUST-F042CF,Matthew Hill,josephrose@example.com,Port Markview,NY,Garden Hose ,Garden Tools,-7,39.26,0.0,274.82,HOME NEST,Free Shipping,SHIPPED,Gift Card
ORD-23720729,2023-01-17,CUST-40C996,Christopher Davidson,lrodriguez@example.net,Johnsonside,PA,Adirondack-Chair,Furniture,8,49.27,15.0,379.16,GardenPlus ,Free Shipping,refunded,Credit Card
ORD-34306429,2024-12-11,CUST-0F4F61,Michael Miller,,West Scottland,OH,Solar Lantern,Lighting,8,28.62,0.0,228.96,naturegoods,Express,cancelled,Google Pay
ORD-14026789,2024-11-05,CUST-039E1C,Jared Smith,rnguyen@example.org,North Carloschester,OH,DECK LIGHT,Lighting,3,35.06,0.0,105.18,gardenplus,Overnight,refunded,Google Pay
ORD-25261569,2022-03-13,CUST-3CC4D3,Kenneth Briggs,,Robertburgh,KS,STRING LIGHTS,Lighting,1,30.72,5.0,25.72,PatioWorld,Standard,Pending,Credit Card
ORD-34223465,2023-11-26,CUST-4205F0,Lindsey Wright,oflores@example.org,Port Christopher,SD,hammock,Furniture,8,66.34,0.0,530.72,Home Nest,Overnight,PROCESSING,Apple Pay
ORD-87960836,2024-05-01,CUST-C7CB85,Sharon Rios,sarah47@example.org,Cummingsbury,MA,Sun Loungr,Furniture,4,94.81,20.0,359.24,homenest,Free Shipping,PROCESSING,Debit Card
ORD-98086063,2023-08-08,CUST-3565A4,Victoria Wagner,deannajohnson@example.com,New Derek,NJ,BBQ Toolset,BBQ & Grilling,5,47.51,0.0,237.55,homenest,Store Pickup,PROCESSING,Debit Card
ORD-51186709,2023-10-03,CUST-CBF19A,John Hernandez,maddoxebony@example.net,Rogersmouth,IL,Floodlight,Lighting,4,68.82,5.0,270.28,NatureGoods,Express,in progress,Credit Card
ORD-35028172,2022-09-28,CUST-9A2971,Denise Acosta,,Franklinmouth,VT,Plnt Pot,Outdoor Decor,6,13.79,25.0,57.74,NATURE GOODS,Store Pickup,returned,Gift Card
ORD-85023260,2023-06-09,CUST-D4CA92,Keith Lane,gordonderek@example.com,North Brendafurt,MD,Leaf Blower,Garden Tools,3,168.15,0.0,504.45,homenest,Standard,RETURNED,PayPal
ORD-59037472,2022-06-16,CUST-69327A,Joseph Key,bruce13@example.com,Lake Michelle,MN,Hammock,Furniture,7,59.06,15.0,398.42,Outdoor Hub,Free Shipping,Returned,Credit Card
ORD-47467469,2023-06-04,CUST-527C44,Julia Vang,tonygreen@example.org,Ashleyburgh,MT,garden hose,Garden Tools,5,38.68,20.0,173.4,outdoor hub,Standard,Returned,Apple Pay
ORD-59635795,2022-01-28,CUST-90F4E7,Matthew Lopez,qrodriguez@example.net,Hayesmouth,OH,Patio-Dining-Table,Furniture,1,276.94,15.0,261.94,NATURE GOODS,Express,delivered,Credit Card
ORD-25741882,2023-12-27,CUST-C49C1D,Adam Brewer,waltonamy@example.com,West Kendramouth,OH,GRILL COVER,BBQ & Grilling,2,28.49,20.0,36.98,Outdoor-Hub,Free Shipping,Processing,Apple Pay
ORD-38946704,2024-09-02,CUST-FBBEA3,Edward Kennedy,kayla74@example.net,Manuelberg,WI,String Lights,Lighting,1,39.78,15.0,24.78,Home-Nest,Free Shipping,PROCESSING,Google Pay
ORD-69125241,2022-06-14,CUST-B2D9E8,Devon Ray,dayjames@example.com,Pamelafort,IA,Garden Statue,Outdoor Decor,3,57.28,0.0,171.84,Outdoor-Hub,Store Pickup,Returned,Credit Card
ORD-93173062,2022-05-20,CUST-8C5B61,James Lewis,latoya86@example.org,Katherineburgh,OR,Wind Chime ,Outdoor Decor,8,19.14,0.0,153.12,NatureGoods,Overnight,cancelled,Gift Card
ORD-50751440,2024-11-18,CUST-8EE488,Sheila Johnson,bowerskeith@example.org,Lindamouth,AK,PATHWAY LIGHT,Lighting,2,56.78,0.0,113.56,Patio-World,Store Pickup,Complete,Gift Card
ORD-02110249,2022-11-07,CUST-749DE9,,thomasbrandon@example.com,Deckerside,VA,Sun Lounger,Furniture,3,76.69,0.0,230.07,gardenplus,Express,canceled,Apple Pay
ORD-08550767,2023-09-11,CUST-8DBF45,Kristina Chavez,raymondlarson@example.net,East Brookestad,VT,Plant Pot,Outdoor Decor,6,13.48,0.0,80.88,PatioWorld,Express,Refund,Gift Card
ORD-67266857,2023-03-21,CUST-812026,Michelle Dillon,angela38@example.org,Anthonychester,WI,WALL PLANTER,Outdoor Decor,8,29.22,20.0,213.76,Patio-World,Overnight,In Transit,Apple Pay
ORD-68005848,2022-12-01,CUST-DA434B,Randy Thompson,ellen10@example.net,Port Derrick,NY,Charcol Grill,BBQ & Grilling,3,214.65,0.0,643.95,Outdoor Hub,,Processing,Google Pay
ORD-62095272,2022-11-03,CUST-209AAF,Tamara Hernandez,brandon15@example.org,New Patrickville,GA,FirePit,BBQ & Grilling,5,159.56,0.0,797.8,GardenPlus ,Overnight,canceled,Gift Card
ORD-36873243,2022-05-11,CUST-A23C09,Miranda Gutierrez DVM,cjones@example.org,Medinaside,CO,Gas-Grill,BBQ & Grilling,7,537.98,15.0,3750.86,Outdoor-Hub,Overnight,Delivered,Gift Card
ORD-44616962,2022-03-30,CUST-085CC1,Connie Matthews,fieldsbrett@example.net,South Jamesburgh,WY,deck light,Lighting,3,42.13,15.0,111.39,Nature-Goods,Store Pickup,shipped,PayPal
ORD-21242981,2024-01-11,CUST-FF19DA,Lisa Campbell,danielbarnes@example.org,Hodgesville,KY,PRUNING SHEARS,Garden Tools,6,23.8,0.0,142.8,PatioWorld,Standard,Complete,Google Pay
ORD-80990116,2024-02-05,CUST-C49A97,Mary Nguyen,yforbes@example.com,West Thomas,OR,DECK LIGHT,Lighting,6,36.32,15.0,202.92,HomeNest.,Overnight,SHIPPED,Debit Card
ORD-09017033,2022-10-10,CUST-65F130,Jeremy Lowe,michaelcole@example.com,North Heather,ME,SUN LOUNGER,Furniture,3,81.44,25.0,219.32,HomeNest,Free Shipping,CANCELLED,Apple Pay
ORD-86604901,2023-10-20,CUST-C9470E,Robert Jones,ethan87@example.net,East Andrewton,CA,Plnt Pot,Outdoor Decor,3,14.88,0.0,44.64,PatioWorld,Store Pickup,In Transit,PayPal
ORD-76534460,2022-05-24,CUST-A78CEF,Cody Hawkins,michaelreeves@example.com,West Paulhaven,MA,Floodlight,Lighting,8,52.04,10.0,406.32,HomeNest,Standard,CANCELLED,Debit Card
ORD-03629836,2023-09-08,CUST-76A3F7,Eric Underwood,danny98@example.net,Sarafort,GA,Garden Stateu,Outdoor Decor,1,57.58,0.0,57.58,Home-Nest,Free Shipping,PROCESSING,PayPal
ORD-31443054,2023-03-03,CUST-AFC8CB,Jennifer Jones,diane13@example.net,South Ann,CT,Wheel Barrow,Garden Tools,8,94.04,0.0,752.32,GardenPlus ,Express,delivered,Gift Card
ORD-20922295,2024-06-22,CUST-29F219,Lori Freeman,murrayjohn@example.net,New Lori,IL,FIRE PIT,BBQ & Grilling,3,155.89,0.0,467.67,NatureGoods,Free Shipping,cancelled,Apple Pay
ORD-57019913,2023-11-22,CUST-1F2552,Rebecca Bass,rileythomas@example.com,South Megan,TX,Bird-Bath,Outdoor Decor,4,79.5,5.0,313.0,Patio-World,Free Shipping,In Transit,Credit Card
ORD-44525267,2022-04-25,CUST-32699F,Mr. Douglas Watkins,wmiller@example.com,Parkermouth,MT,pruning shears,Garden Tools,3,28.1,0.0,105.22,Home-Nest,Overnight,SHIPPED,PayPal
ORD-30407067,2023-04-04,CUST-A90BC5,Gerald Wagner,justinhuynh@example.net,Barnesshire,FL,Adirondack-Chair,Furniture,6,54.71,5.0,323.26,Nature Goods,Store Pickup,delivered,Google Pay
ORD-64791713,2023-09-07,CUST-59C5EB,Katelyn Carter,dreed@example.org,South Kathystad,CA,bbq tool set,BBQ & Grilling,8,41.13,0.0,329.04,HOME NEST,Standard,PROCESSING,Google Pay
ORD-90398387,2023-07-03,CUST-5EBEEF,Lindsey Miller,sharon61@example.com,Williamsland,OK,PATHWAY LIGHT,Lighting,2,48.83,5.0,92.66,OutdoorHub ,Express,Processing,Debit Card
ORD-26302438,2022-03-14,CUST-FF102F,Jonathan Smith,,South Patricia,LA,WIND CHIME,Outdoor Decor,-7,17.02,0.0,119.14,HomeNest,Standard,SHIPPED,Gift Card
ORD-73732762,2022-11-04,CUST-52D0D8,Mr. James Martinez PhD,yingram@example.com,Marctown,MO,WALL PLANTER,Outdoor Decor,7,34.13,10.0,228.91,patioworld,Express,Complete,Google Pay
ORD-34279741,2023-02-06,CUST-DB6CA0,Dakota Green,melissa32@example.net,Bradychester,VA,HAMMOCK,Furniture,4,60.02,15.0,225.08,GardenPlus,Free Shipping,pending,Gift Card
ORD-24380043,2023-03-01,CUST-3772A7,Amy Jones,,Port Austinstad,DE,Garden Stateu,Outdoor Decor,8,55.15,0.0,441.2,HomeNest.,Overnight,RETURNED,Credit Card
ORD-56118479,,CUST-FE0257,John Miller,roconnor@example.org,North Adam,TN,Grill-Cover,BBQ & Grilling,1,30.9,5.0,25.9,HomeNest,Overnight,RETURNED,Debit Card
ORD-63242439,2024-01-13,CUST-ECE89A,Robert Kim,fhammond@example.net,North Danielle,MI,GRILL COVER,BBQ & Grilling,6,33.57,0.0,201.42,NatureGoods,Overnight,returned,Debit Card
ORD-82641671,2024-11-11,CUST-E67056,Daniel Colon,tdavis@example.org,Lake Michaelton,LA,HAMMOCK,Furniture,7,65.68,25.0,740.2,outdoor hub,Express,Delivered,Apple Pay
ORD-73020830,2023-10-24,CUST-3CA381,Calvin Luna,danielsabrina@example.com,Leehaven,NY,Charcoal Grill,BBQ & Grilling,7,214.88,0.0,1504.16,GARDENPLUS,Express,refunded,Apple Pay
ORD-13471836,2023-05-27,CUST-AA8DBC,Brenda Zhang,mariasims@example.net,Wendyport,DE,Grill Covr,BBQ & Grilling,8,30.3,0.0,242.4,Patio World,Express,Canceled,Gift Card
ORD-51470920,2023-05-09,CUST-CC12C4,Lisa Keller,romeroscott@example.org,Jimmymouth,ID,hammock,Furniture,5,56.12,0.0,280.6,Nature-Goods,Overnight,cancelled,Gift Card
ORD-93844660,2023-07-20,CUST-367DFD,Michael Castillo,kimberlyrussell@example.net,Barbaraton,ND,GAS GRILL,BBQ & Grilling,1,517.31,15.0,502.31,OUTDOORHUB,Overnight,Returned,Apple Pay
ORD-71843055,2022-09-25,CUST-350CB0,Matthew Jones,marquezjames@example.net,Hicksshire,NJ,Deck Light,Lighting,6,41.83,10.0,240.98,Garden Plus,Free Shipping,dispatched,Apple Pay
ORD-91339043,2022-04-14,CUST-864D80,Brandi Lewis,ebrown@example.org,Lake Lorimouth,ND,Wind Chime,Outdoor Decor,2,22.9,10.0,21.69,Garden Plus,Store Pickup,refunded,Debit Card
ORD-42234584,2023-04-10,CUST-A7D449,Jennifer Johnson,zamoraamber@example.net,West Denise,SC,PATHWAY LIGHT,Lighting,3,43.88,0.0,131.64,PATIOWORLD,Overnight,Canceled,Gift Card
ORD-48391192,,CUST-938557,Alison Gibbs,jasonmills@example.org,New Cassandra,OH,Bird-Bath,Outdoor Decor,1,75.08,0.0,75.08,patioworld,Standard,Pending,Apple Pay
ORD-45123147,2022-06-29,CUST-51DA57,Tammy Kelly,gilbertolivia@example.net,North Keith,AL,Solar Lantrn,Lighting,2,21.36,15.0,27.72,homenest,Free Shipping,PROCESSING,PayPal
ORD-68576734,2022-11-25,CUST-CCD7ED,,hannahduran@example.org,Jamesville,LA,Solar Lantrn,Lighting,6,25.64,0.0,153.84,NATURE GOODS,Express,cancelled,Gift Card
ORD-48932293,,CUST-60A65C,Robert Robinson,jonathanthompson@example.org,New Stephanie,IN,GARDEN HOSE,Garden Tools,8,31.24,15.0,234.92,Home-Nest,Overnight,CANCELLED,Apple Pay
ORD-49802381,2024-07-08,CUST-A69BB2,Elizabeth Boyle,sjohnson@example.com,West James,NE,Bird Bath,Outdoor Decor,8,76.46,25.0,586.68,OUTDOORHUB,Store Pickup,Cancelled,Apple Pay
ORD-75699072,2024-01-21,CUST-D50E60,Susan Brown,schultzbobby@example.net,West Krista,MO,Leaf Blower,Garden Tools,7,130.96,20.0,896.72,Nature Goods,Standard,cancelled,Google Pay
ORD-69457207,2022-05-21,CUST-3BD07E,,cindy63@example.net,Amandaberg,ID,gas grill,BBQ & Grilling,4,478.9,10.0,1905.6,Patio World,Store Pickup,Pending,Debit Card
ORD-78487572,2023-01-14,CUST-A044E0,Drew Lam,sbrownexample.com,West Alexis,AL,wheelbarrow,Garden Tools,8,113.19,25.0,880.52,OUTDOORHUB,Store Pickup,Delivered,Google Pay
ORD-79824333,2023-10-25,CUST-BED2EB,Diana Stewart,mmorton@example.org,Sandovalside,CA,Pathway Light,Lighting,4,45.0,20.0,160.0,Home Nest,Store Pickup,SHIPPED,Gift Card
ORD-48249020,2023-04-07,CUST-BE6D72,Jason Bentley,robinrodriguez@example.net,Shafferfurt,MA,Pruning Shears,Garden Tools,3,22.41,0.0,67.23,NatureGoods,Standard,in progress,PayPal
ORD-09126793,2023-11-09,CUST-BC10C6,Jeremy Holden,joshua38@example.org,Thomasside,ND,Gardn Bench,Furniture,5,123.85,0.0,619.25,Outdoor Hub,Overnight,Returned,Google Pay
ORD-50932837,,CUST-243F86,Danielle Farrell,bensonbobby@example.net,North Jennifermouth,CO,Solar Lantrn,Lighting,3,25.14,15.0,60.42,homenest,,DELIVERED,Apple Pay
ORD-61185893,2022-07-04,CUST-DB968C,Michele Nolan,david74@example.com,Rojaschester,MD,Decklight,Lighting,0,41.37,0.0,124.11,HOME NEST,Overnight,RETURNED,Credit Card
ORD-57762141,2023-06-13,CUST-CCCF31,Mark Thomas,pamela56@example.com,New Kevin,KS,WALL PLANTER,Outdoor Decor,4,32.18,5.0,123.72,NATURE GOODS,Overnight,cancelled,Debit Card
ORD-94018368,2024-04-04,CUST-26AEB8,Terrence Caldwell,seth59@example.com,Tylerside,MA,Trowl Set,Garden Tools,6,18.52,25.0,86.12,HOME NEST,Standard,RETURNED,Apple Pay
ORD-83863585,2023-10-19,CUST-2CB62D,Shane Johnson,,Lake Sherryburgh,,Leaf-Blower,Garden Tools,1,158.58,0.0,158.58,Home-Nest,Standard,SHIPPED,Credit Card
ORD-75418883,2023-07-17,CUST-509A23,Nicholas Baker,aaronbennett@example.com,Desireechester,MA,Deck Light,Lighting,7,34.17,10.0,229.19,homenest,Standard,RETURNED,Credit Card
ORD-40836097,2024-12-31,CUST-6FA9FD,Nathaniel Juarez,joanna72@example.org,Whiteberg,MN,PLANT POT,Outdoor Decor,5,13.27,0.0,66.35,Garden-Plus,Standard,delivered,Credit Card
ORD-68463900,2022-10-23,CUST-270C69,Tyler Giles,dennis24@example.net,Allentown,VA,LEAF BLOWER,Garden Tools,4,168.34,0.0,673.36,naturegoods,Overnight,cancelled,Google Pay
ORD-53525276,2024-02-07,CUST-862480,Julie Howe,gravesdavid@example.net,Michaelchester,TX,SOLAR LANTERN,Lighting,4,27.33,20.0,89.32,Garden Plus,Free Shipping,pending,Apple Pay
ORD-55263572,2022-02-07,CUST-6FF8A4,Sarah Hendrix,franklinthomas@example.com,West Catherinetown,DE,gas grill,BBQ & Grilling,1,465.31,25.0,440.31,HomeNest,Free Shipping,DELIVERED,Google Pay
ORD-17607501,2022-10-31,CUST-62434F,Matthew Blanchard,,Markport,NM,garden hose,Garden Tools,3,36.61,0.0,109.83,Nature-Goods,Express,in progress,Credit Card
ORD-56297852,2022-04-04,CUST-719278,Cassandra Fletcher,raven03@example.org,New Danielle,NY,Solar Lantern,Lighting,3,24.71,25.0,49.13,GARDENPLUS,Express,pending,PayPal
ORD-48425511,2023-02-02,CUST-8BECDE,,anthonycampbell@example.com,West Robertview,NJ,Grill Cover,BBQ & Grilling,3,34.04,0.0,102.12,Outdoor-Hub,Free Shipping,Cancelled,Credit Card
ORD-11696497,2023-02-09,CUST-BDCE4F,Craig Hall,cshaw@example.org,Stanleymouth,MN,Bird-Bath,Outdoor Decor,1,83.48,0.0,83.48,NatureGoods,Express,delivered,Apple Pay
ORD-80151239,2023-07-19,CUST-7B6943,Dr. Amy Benjamin,mmorris@example.net,Allisonview,IN,charcoal grill,BBQ & Grilling,4,222.7,10.0,880.8,gardenplus,Express,delivered,Credit Card
ORD-55831446,2023-11-30,CUST-EA6789,Kathy Castaneda,,Codyland,ID,Sun Lounger,Furniture,5,96.7,20.0,463.5,NATURE GOODS,Express,cancelled,Gift Card
ORD-45242205,2024-10-05,CUST-2EF16F,Kenneth Obrien,paynethomas@example.com,North Andrewville,TN,DECK LIGHT,Lighting,1,45.8,20.0,25.8,NATURE GOODS,Overnight,delivered,PayPal
ORD-45325007,2024-09-03,CUST-D7225D,Lisa Shea,,East Andrew,VT,HAMMOCK,Furniture,1,54.54,0.0,54.54,gardenplus,Store Pickup,canceled,Gift Card
ORD-40432125,2023-04-20,CUST-936166,Kevin Dodson,,Ruizstad,CT,flood light,Lighting,2,56.52,15.0,98.04,GardenPlus ,Free Shipping,refunded,Google Pay
ORD-06109774,2022-07-23,CUST-7E16A0,Miguel Brown,donna60@example.org,Krauseburgh,NY,wall planter,Outdoor Decor,4,33.67,10.0,124.68,Home Nest,Free Shipping,PROCESSING,Apple Pay
ORD-17774370,2023-09-12,CUST-F5F22F,William Singh,swalker@example.net,Candicemouth,RI,Grill Covr,BBQ & Grilling,7,32.12,0.0,210.56,HomeNest,Free Shipping,SHIPPED,Apple Pay
ORD-83656445,2022-02-27,CUST-830424,Denise Hernandez,abigailacosta@example.net,Hernandezborough,FL,Solar-Lantern,Lighting,8,28.11,25.0,199.88,PatioWorld,Store Pickup,Complete,PayPal
ORD-85412743,2023-01-28,CUST-635BCD,Robin Garcia,vhernandez@example.com,Nashfort,OR,patio dining table,Furniture,4,286.25,25.0,1120.0,Nature Goods,Express,returned,Google Pay
ORD-66041859,2023-03-04,CUST-8ACC13,Samantha Smith,danielle76example.com,Port Codyton,UT,Garden Bench,Furniture,7,123.68,10.0,855.76,HomeNest.,Express,RETURNED,Debit Card
ORD-64885424,2024-04-18,CUST-94A28B,Mary Mcfarland,thomascollins@example.net,Whitechester,MD,Garden Hose,Garden Tools,1,37.52,0.0,37.52,NATURE GOODS,Free Shipping,in progress,Apple Pay
ORD-74306920,2023-01-09,CUST-8D1E8D,Erin Roberts,russell68@example.org,Port Christiantown,DE,BBQ Tool Set,BBQ & Grilling,5,43.15,15.0,340.44,Garden-Plus,Express,pending,Google Pay
ORD-67881711,2023-11-28,CUST-3C2429,Stacy Hart,icampbell@example.com,Allisonside,CO,PATHWAY LIGHT,Lighting,4,47.12,0.0,188.48,HomeNest,Free Shipping,CANCELLED,Debit Card
ORD-97228043,2023-06-02,CUST-F424F4,Margaret Schultz,gonzalezsara@example.org,Huffchester,CT,LeafBlower,Garden Tools,2,144.58,0.0,289.16,PatioWorld,Store Pickup,Complete,Credit Card
ORD-80765198,2024-03-07,CUST-6C4D04,Anna Ellis,rgarcia@example.com,Cynthiafort,MI,Garden-Statue,Outdoor Decor,6,61.79,0.0,370.74,NATURE GOODS,Standard,shipped,Debit Card
ORD-00441639,2024-09-29,CUST-C6C938,Justin Cameron,,Gonzalesfurt,MN,sun lounger,Furniture,2,97.71,15.0,180.42,patioworld,Free Shipping,Canceled,Google Pay
ORD-39229630,2023-02-18,CUST-E3B4E7,Jeffrey Holland,harrisjoseph@example.com,Juarezborough,ME,String Lights,Lighting,3,38.74,20.0,96.22,NatureGoods,Free Shipping,cancelled,Credit Card
ORD-16455274,2022-09-23,CUST-2C5843,Sandra Hernandez,davisanthony@example.net,Lynnport,NC,ADIRONDACK CHAIR,Furniture,5,57.32,10.0,276.6,Patio-World,Express,Complete,Gift Card
ORD-38632464,2024-04-27,CUST-072979,Brianna Newton,frankallison@example.com,Davisshire,WV,Charcoal-Grill,BBQ & Grilling,5,218.89,0.0,1094.45,NATURE GOODS,Free Shipping,delivered,PayPal
ORD-60623564,2022-10-10,CUST-79F253,Ronald Walker,rubenwheeler@example.net,Lake Paige,NY,Path Light,Lighting,5,49.07,15.0,230.35,Outdoor Hub,Express,Processing,PayPal
ORD-47703362,2024-11-13,CUST-A45E0A,Amanda Calderon,,Juliamouth,NM,Gas Grill,BBQ & Grilling,5,450.88,10.0,2244.4,OutdoorHub,Standard,Cancelled,Debit Card
ORD-43348714,,CUST-9A3AAB,,jamesstrickland@example.com,Karenburgh,WY,Garden Hose ,Garden Tools,4,31.21,5.0,119.84,NatureGoods,Standard,returned,Google Pay
ORD-12819931,,CUST-7A729E,Jennifer Glass,lvega@example.com,South Crystalfurt,OH,FIRE PIT,BBQ & Grilling,5,159.31,0.0,796.55,naturegoods,Store Pickup,returned,Apple Pay
ORD-72028410,,CUST-03A2DA,Joseph Diaz,noahtyler@example.net,Jessicaborough,PA,GAS GRILL,BBQ & Grilling,8,573.42,10.0,4577.36,patioworld,Store Pickup,Pending,PayPal
ORD-32199150,2022-04-15,CUST-7944A5,David Castillo,nwhite@example.org,North Christina,OR,Pruning-Shears,Garden Tools,8,25.71,0.0,205.68,OutdoorHub,Express,Delivered,Gift Card
ORD-05263437,2023-12-20,CUST-47699C,Tiffany Tapia,wdavenport@example.net,East Jose,IN,Prunning Shears,Garden Tools,3,22.54,5.0,62.62,OUTDOORHUB,Free Shipping,Returned,Debit Card
ORD-93084379,2024-11-21,CUST-4D7F78,Kristen Pratt,nathaniel13@example.net,West Lori,MT,Solar Lantrn,Lighting,2,24.23,0.0,48.46,HomeNest.,Store Pickup,PROCESSING,Apple Pay
